CI_Cat,CI_Subcat,WBS,Status,Impact,Urgency,Priority,number_cnt,Category,Alert_Status,No_of_Reassignments,Open_Time,Reopen_Time,Resolved_Time,Close_Time,Handle_Time_hrs,Closure_Code,No_of_Related_Interactions,No_of_Related_Incidents,No_of_Related_Changes,Resolution_Time_hrs
application,Server Based Application,WBS000255,Closed,4,4,4.0,0.675829866,incident,closed,3.0,2013-12-11 12:26:00,2013-10-01 16:21:00,2014-01-08 09:41:00,2014-01-08 09:42:00,8219722222,Data,1.0,1.0,1.0,669.2666666666667
subapplication,Web Based Application,WBS000066,Closed,5,5,5.0,0.931568123,incident,closed,1.0,2013-12-11 12:28:00,2013-10-01 16:21:00,2013-12-11 15:18:00,2013-12-11 15:19:00,2844166667,Operator error,1.0,1.0,1.0,2.85
application,Server Based Application,WBS000128,Closed,4,4,4.0,0.589071891,incident,closed,0.0,2013-12-11 12:29:00,2013-10-01 16:21:00,2013-12-11 12:54:00,2013-12-11 12:54:00,4175,Software,1.0,1.0,1.0,0.4166666666666667
application,Desktop Application,WBS000092,Closed,5,5,5.0,0.711622714,incident,closed,0.0,2013-12-11 12:45:00,2013-10-01 16:21:00,2013-12-12 08:49:00,2013-12-12 08:49:00,3121388889,Software,1.0,1.0,1.0,20.066666666666666
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.66691919,incident,closed,0.0,2013-12-11 12:46:00,2013-10-01 16:21:00,2013-12-11 13:25:00,2013-12-11 13:25:00,646111111,Operator error,1.0,1.0,1.0,0.65
application,Server Based Application,WBS000264,Closed,5,5,5.0,0.72103442,incident,closed,0.0,2013-12-11 13:06:00,2013-10-01 16:21:00,2013-12-11 13:13:00,2013-12-11 13:16:00,165833333,Other,1.0,1.0,1.0,0.16666666666666666
application,SAP,WBS000271,Closed,5,5,5.0,0.912058801,request for information,closed,4.0,2013-12-11 13:27:00,2013-10-01 16:21:00,2013-12-12 10:54:00,2013-12-12 10:54:00,7958888889,Other,1.0,1.0,1.0,21.45
application,Web Based Application,WBS000318,Closed,4,4,4.0,0.789166057,incident,closed,3.0,2013-12-11 13:27:00,2013-10-01 16:21:00,2013-12-11 16:23:00,2013-12-11 16:23:00,2935,Other,1.0,1.0,1.0,2.933333333333333
subapplication,Web Based Application,WBS000066,Closed,5,5,5.0,0.078879622,incident,closed,0.0,2013-12-11 13:43:00,2013-10-01 16:21:00,2013-12-11 14:19:00,2013-12-11 14:20:00,608333333,Operator error,1.0,1.0,1.0,0.6166666666666667
application,Server Based Application,WBS000002,Closed,4,4,4.0,0.865863309,incident,closed,0.0,2013-12-11 14:18:00,2013-10-01 16:21:00,2013-12-11 15:16:00,2013-12-11 15:16:00,973333333,Data,1.0,1.0,1.0,0.9666666666666667
computer,Laptop,WBS000091,Closed,5,5,5.0,0.576811813,incident,closed,1.0,2013-12-11 14:30:00,2013-10-01 16:21:00,2014-01-09 09:58:00,2014-01-09 09:58:00,1844625,Hardware,1.0,1.0,1.0,691.4666666666667
application,Server Based Application,WBS000072,Closed,5,5,5.0,0.630502336,request for information,closed,0.0,2013-12-11 14:40:00,2013-10-01 16:21:00,2013-12-11 14:54:00,2013-12-11 14:54:00,240555556,Other,1.0,1.0,1.0,0.23333333333333334
application,Server Based Application,WBS000023,Closed,3,3,3.0,0.433245849,incident,closed,0.0,2013-12-11 14:43:00,2013-10-01 16:21:00,2013-12-11 14:59:00,2013-12-11 14:59:00,265277778,User error,1.0,1.0,1.0,0.26666666666666666
computer,Laptop,WBS000091,Closed,5,5,5.0,0.768859707,incident,closed,2.0,2013-12-11 14:55:00,2013-10-01 16:21:00,2013-12-12 12:09:00,2013-12-12 12:09:00,7733611111,Hardware,1.0,1.0,1.0,21.233333333333334
application,Server Based Application,WBS000016,Closed,3,3,3.0,0.039340563,incident,closed,0.0,2013-12-11 14:57:00,2013-10-01 16:21:00,2013-12-11 14:59:00,2013-12-11 14:59:00,29166667,Hardware,1.0,1.0,1.0,0.03333333333333333
application,Web Based Application,WBS000167,Closed,5,5,5.0,0.413282191,incident,closed,0.0,2013-12-11 14:57:00,2013-10-01 16:21:00,2013-12-11 15:45:00,2013-12-11 15:46:00,806111111,Software,1.0,1.0,1.0,0.8166666666666667
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.03350467,incident,closed,0.0,2013-12-11 15:00:00,2013-10-01 16:21:00,2013-12-11 15:41:00,2013-12-11 15:41:00,6725,Other,1.0,1.0,1.0,0.6833333333333333
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.058867514,incident,closed,0.0,2013-12-11 15:09:00,2013-10-01 16:21:00,2013-12-11 15:24:00,2013-12-11 15:24:00,251111111,Software,1.0,1.0,1.0,0.25
application,Server Based Application,WBS000307,Closed,4,4,4.0,0.478329172,incident,closed,0.0,2013-12-11 15:15:00,2013-10-01 16:21:00,2013-12-11 15:44:00,2013-12-11 15:44:00,472222222,User error,1.0,1.0,1.0,0.48333333333333334
application,Server Based Application,WBS000263,Closed,4,4,4.0,0.52446177,incident,closed,2.0,2013-12-11 15:42:00,2013-10-01 16:21:00,2013-12-11 19:00:00,2013-12-11 19:00:00,2289444444,Other,1.0,1.0,1.0,3.3
application,Server Based Application,WBS000016,Closed,3,3,3.0,0.699527291,incident,closed,0.0,2013-12-11 15:54:00,2013-10-01 16:21:00,2013-12-11 15:55:00,2013-12-11 15:55:00,18611111,Other,2.0,1.0,1.0,0.016666666666666666
application,Server Based Application,WBS000016,Closed,3,3,3.0,0.824370792,incident,closed,0.0,2013-12-11 16:02:00,2013-10-01 16:21:00,2013-12-11 16:03:00,2013-12-11 16:03:00,22777778,Hardware,1.0,1.0,1.0,0.016666666666666666
application,Server Based Application,WBS000263,Closed,5,5,5.0,0.422658119,request for information,closed,2.0,2013-12-11 16:20:00,2013-10-01 16:21:00,2013-12-12 10:23:00,2013-12-12 10:23:00,4547222222,Other,1.0,1.0,1.0,18.05
application,Web Based Application,WBS000318,Closed,4,4,4.0,0.581537323,incident,closed,0.0,2013-12-11 12:49:00,2013-10-01 16:21:00,2013-12-11 15:31:00,2013-12-11 15:31:00,2703888889,Other,1.0,1.0,1.0,2.7
application,Web Based Application,WBS000168,Closed,5,5,5.0,0.243868025,incident,closed,2.0,2013-12-11 13:10:00,2013-10-01 16:21:00,2013-12-11 14:05:00,2013-12-11 14:06:00,938333333,Software,1.0,1.0,1.0,0.9333333333333333
application,Server Based Application,WBS000307,Closed,3,3,3.0,0.035093953,incident,closed,0.0,2013-12-11 13:10:00,2013-10-01 16:21:00,2013-12-11 17:29:00,2013-12-11 17:29:00,1082222222,Data,1.0,1.0,1.0,4.316666666666666
application,Server Based Application,WBS000170,Closed,NS,3,4.0,0.683684455,incident,closed,1.0,2013-12-11 13:22:00,2013-10-01 16:21:00,2013-12-11 15:43:00,2013-12-11 15:43:00,2357777778,Software,1.0,1.0,1.0,2.35
application,Server Based Application,WBS000073,Closed,4,4,4.0,0.0110017,incident,closed,0.0,2013-12-11 13:24:00,2013-10-01 16:21:00,2013-12-11 15:39:00,2013-12-11 15:39:00,2253055556,User error,1.0,1.0,1.0,2.25
subapplication,Server Based Application,WBS000095,Closed,5,5,5.0,0.099473849,request for information,closed,0.0,2013-12-11 13:32:00,2013-10-01 16:21:00,2013-12-11 14:36:00,2013-12-11 14:36:00,1074166667,Other,1.0,1.0,1.0,1.0666666666666667
computer,Laptop,WBS000091,Closed,4,4,4.0,0.846146,incident,closed,0.0,2013-12-11 13:44:00,2013-10-01 16:21:00,2013-12-11 15:45:00,2013-12-11 15:45:00,866388889,Software,1.0,1.0,1.0,2.0166666666666666
application,Web Based Application,WBS000172,Closed,4,4,4.0,0.377915109,incident,closed,4.0,2013-12-11 13:52:00,2013-10-01 16:21:00,2013-12-12 12:33:00,2013-12-12 12:33:00,9185555556,Other,1.0,1.0,1.0,22.683333333333334
application,Web Based Application,WBS000025,Closed,5,5,5.0,0.254717545,request for information,closed,0.0,2013-12-11 13:52:00,2013-10-01 16:21:00,2013-12-11 19:36:00,2013-12-11 19:36:00,41175,Other,1.0,1.0,1.0,5.733333333333333
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.603207099,incident,closed,0.0,2013-12-11 13:54:00,2013-10-01 16:21:00,2013-12-11 14:37:00,2013-12-11 14:37:00,727777778,Other,1.0,1.0,1.0,0.7166666666666667
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.770504252,incident,closed,0.0,2013-12-11 14:06:00,2013-10-01 16:21:00,2013-12-12 09:14:00,2013-12-12 09:14:00,5621388889,User manual not used,1.0,1.0,1.0,19.133333333333333
application,Server Based Application,WBS000311,Closed,3,3,3.0,0.758000586,incident,closed,1.0,2013-12-11 14:07:00,2013-10-01 16:21:00,2013-12-12 12:58:00,2013-12-12 13:34:00,99425,Other,1.0,1.0,1.0,23.45
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.659994942,incident,closed,0.0,2013-12-11 14:24:00,2013-10-01 16:21:00,2013-12-11 15:32:00,2013-12-11 15:32:00,1134166667,Software,1.0,1.0,1.0,1.1333333333333333
application,Server Based Application,WBS000007,Closed,4,4,4.0,0.088950145,incident,closed,0.0,2013-12-11 14:32:00,2013-10-01 16:21:00,2013-12-11 14:49:00,2013-12-11 14:50:00,298611111,Other,1.0,1.0,1.0,0.3
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.722410514,incident,closed,0.0,2013-12-11 14:33:00,2013-10-01 16:21:00,2013-12-11 15:04:00,2013-12-11 15:04:00,514722222,Software,1.0,1.0,1.0,0.5166666666666667
computer,Banking Device,WBS000146,Closed,4,5,4.0,0.174873796,request for information,closed,2.0,2013-12-11 14:41:00,2013-10-01 16:21:00,2013-10-10 12:53:00,2013-12-11 15:39:00,966944444,Questions,1.0,1.0,1.0,0.9666666666666667
application,Server Based Application,WBS000073,Closed,4,4,4.0,0.096787001,incident,closed,0.0,2013-12-11 14:58:00,2013-10-01 16:21:00,2013-12-11 15:19:00,2013-12-11 15:19:00,346388889,User error,1.0,1.0,1.0,0.35
application,Server Based Application,WBS000263,Closed,5,5,5.0,0.912463254,request for information,closed,0.0,2013-12-11 15:05:00,2013-10-01 16:21:00,2013-12-12 10:50:00,2013-12-12 10:50:00,6257222222,Other,1.0,1.0,1.0,19.75
application,SAP,WBS000271,Closed,5,5,5.0,0.63657416,request for information,closed,2.0,2013-12-11 15:27:00,2013-10-01 16:21:00,2013-12-12 10:57:00,2013-12-12 10:58:00,6004166667,Other,1.0,1.0,1.0,19.516666666666666
application,Web Based Application,WBS000088,Closed,4,4,4.0,0.421887246,incident,closed,1.0,2013-12-11 15:31:00,,2014-01-02 16:14:00,2014-01-02 16:14:00,327675,Unknown,2.0,1.0,1.0,528.7166666666667
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.470348254,incident,closed,0.0,2013-12-11 15:37:00,2013-10-01 16:21:00,2013-12-11 16:49:00,2013-12-11 16:50:00,1204166667,Other,1.0,1.0,1.0,1.2166666666666666
application,Server Based Application,WBS000073,Closed,4,4,4.0,0.191656156,incident,closed,1.0,2013-12-11 15:42:00,2013-10-01 16:21:00,2013-12-12 12:51:00,2013-12-12 12:52:00,7666666667,Data,1.0,1.0,1.0,21.166666666666668
computer,Laptop,WBS000091,Closed,3,3,3.0,0.261841867,incident,closed,7.0,2013-12-11 15:55:00,2013-10-01 16:21:00,2014-01-06 16:34:00,2014-01-06 16:35:00,1024866667,Hardware,1.0,1.0,1.0,624.6666666666666
application,Server Based Application,WBS000199,Closed,NS,3,4.0,0.054800795,incident,closed,0.0,2013-12-11 16:28:00,2013-10-01 16:21:00,2013-10-10 12:53:00,2013-12-11 17:03:00,592222222,User error,1.0,1.0,1.0,0.5833333333333334
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.554153475,incident,closed,2.0,2013-12-11 16:49:00,2013-10-01 16:21:00,2013-12-12 08:25:00,2013-12-12 08:27:00,2130833333,Software,1.0,1.0,1.0,15.633333333333333
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.17303471,incident,closed,0.0,2013-12-11 17:06:00,2013-10-01 16:21:00,2013-12-12 10:21:00,2013-12-12 10:22:00,3759722222,Other,8.0,1.0,1.0,17.266666666666666
application,Server Based Application,WBS000199,Closed,NS,3,4.0,0.364159475,incident,closed,0.0,2013-12-11 12:41:00,2013-10-01 16:21:00,2013-10-10 12:53:00,2013-12-11 12:49:00,131388889,Software,1.0,1.0,1.0,0.13333333333333333
application,Desktop Application,WBS000094,Closed,5,5,5.0,0.885581472,incident,closed,0.0,2013-12-11 12:42:00,2013-10-01 16:21:00,2013-12-11 14:40:00,2013-12-11 14:40:00,1955277778,Software,1.0,1.0,1.0,1.9666666666666666
subapplication,Server Based Application,WBS000095,Closed,5,5,5.0,0.305626044,request for information,closed,0.0,2013-12-11 12:49:00,2013-10-01 16:21:00,2013-12-11 15:05:00,2013-12-11 15:05:00,2265,Data,1.0,1.0,1.0,2.2666666666666666
application,Exchange,WBS000094,Closed,5,5,5.0,0.320988136,request for information,closed,0.0,2013-12-11 13:10:00,2013-10-01 16:21:00,2013-12-11 13:32:00,2013-12-11 13:32:00,367222222,Software,1.0,1.0,1.0,0.36666666666666664
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.212466279,incident,closed,0.0,2013-12-11 13:16:00,2013-10-01 16:21:00,2013-12-11 17:02:00,2013-12-11 17:02:00,3756944444,Other,1.0,1.0,1.0,3.7666666666666666
application,Exchange,WBS000094,Closed,5,5,5.0,0.108585516,request for information,closed,0.0,2013-12-11 13:31:00,2013-10-01 16:21:00,2013-12-11 15:57:00,2013-12-11 15:57:00,2434166667,Software,1.0,1.0,1.0,2.433333333333333
application,Server Based Application,WBS000255,Closed,5,5,5.0,0.820384581,incident,closed,0.0,2013-12-11 13:47:00,2013-10-01 16:21:00,2013-12-12 08:56:00,2013-12-12 08:56:00,5653611111,Other,1.0,1.0,1.0,19.15
subapplication,Web Based Application,WBS000073,Closed,5,5,5.0,0.782879483,incident,closed,0.0,2013-12-11 13:48:00,2013-10-01 16:21:00,2013-12-11 14:04:00,2013-12-11 14:04:00,266944444,Software,1.0,1.0,1.0,0.26666666666666666
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.627245313,incident,closed,0.0,2013-12-11 14:09:00,2013-10-01 16:21:00,2013-12-11 15:02:00,2013-12-11 15:02:00,871666667,Software,1.0,1.0,1.0,0.8833333333333333
subapplication,Web Based Application,WBS000073,Closed,5,5,5.0,0.630141299,incident,closed,0.0,2013-12-11 14:14:00,2013-10-01 16:21:00,2013-12-11 15:00:00,2013-12-11 15:00:00,77,Software,1.0,1.0,1.0,0.7666666666666667
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.742402811,incident,closed,0.0,2013-12-11 14:14:00,2013-12-11 15:04:00,2013-12-11 15:34:00,2013-12-11 15:34:00,1112222222,Software,2.0,1.0,1.0,1.3333333333333333
application,Server Based Application,WBS000023,Closed,NS,3,4.0,0.433627504,incident,closed,0.0,2013-12-11 14:17:00,2013-10-01 16:21:00,2013-12-11 14:38:00,2013-12-11 14:38:00,364444444,User error,1.0,1.0,1.0,0.35
application,Server Based Application,WBS000307,Closed,4,4,4.0,0.978322155,incident,closed,0.0,2013-12-11 14:23:00,2013-10-01 16:21:00,2013-12-11 14:41:00,2013-12-11 14:41:00,295833333,User error,1.0,1.0,1.0,0.3
application,Server Based Application,WBS000007,Closed,3,3,3.0,0.425224981,incident,closed,0.0,2013-12-11 14:32:00,2013-10-01 16:21:00,2013-12-11 16:24:00,2013-12-11 16:25:00,1888611111,Software,1.0,1.0,1.0,1.8833333333333333
application,Web Based Application,WBS000318,Closed,3,3,3.0,0.745962748,incident,closed,0.0,2013-12-11 14:33:00,2013-10-01 16:21:00,2013-12-11 15:41:00,2013-12-11 15:41:00,11325,Other,1.0,1.0,1.0,1.1333333333333333
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.999175803,incident,closed,0.0,2013-12-11 14:33:00,2013-10-01 16:21:00,2013-12-11 14:55:00,2013-12-11 14:56:00,371388889,Software,1.0,1.0,1.0,0.38333333333333336
application,Server Based Application,WBS000099,Closed,3,3,3.0,0.248772638,incident,closed,0.0,2013-12-11 15:32:00,2013-10-01 16:21:00,2013-10-10 12:53:00,2013-12-11 15:35:00,51666667,User error,1.0,1.0,1.0,0.05
application,Server Based Application,WBS000073,Closed,4,4,4.0,0.344823989,incident,closed,0.0,2013-12-11 15:33:00,2013-10-01 16:21:00,2013-12-11 16:09:00,2013-12-11 16:09:00,599166667,Software,1.0,1.0,1.0,0.6
application,Server Based Application,WBS000073,Closed,4,4,4.0,0.061781457,incident,closed,0.0,2013-12-11 15:35:00,2013-10-01 16:21:00,2013-12-12 13:43:00,2013-12-12 13:43:00,8645555556,User manual not used,1.0,1.0,1.0,22.133333333333333
application,Web Based Application,WBS000068,Closed,5,5,5.0,0.497643002,incident,closed,1.0,2013-12-11 16:07:00,,2014-01-06 17:05:00,2014-01-06 17:05:00,4432222222,No error - works as designed,3.0,1.0,1.0,624.9666666666667
application,Server Based Application,WBS000073,Closed,4,4,4.0,0.949753664,incident,closed,0.0,2013-12-11 16:09:00,2013-10-01 16:21:00,2013-12-12 11:11:00,2013-12-12 11:11:00,55425,User error,1.0,1.0,1.0,19.033333333333335
application,Server Based Application,WBS000016,Closed,3,3,3.0,0.271724754,incident,closed,0.0,2013-12-11 16:16:00,2013-10-01 16:21:00,2013-12-11 16:17:00,2013-12-11 16:18:00,33055556,Software,1.0,1.0,1.0,0.03333333333333333
application,Server Based Application,WBS000073,Closed,4,4,4.0,0.77494441,incident,closed,0.0,2013-12-11 16:19:00,2013-10-01 16:21:00,2013-12-12 11:16:00,2013-12-12 11:16:00,5462222222,User error,1.0,1.0,1.0,18.95
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.534296311,incident,closed,0.0,2013-12-11 16:31:00,2013-10-01 16:21:00,2013-12-11 17:05:00,2013-12-11 17:05:00,5675,Other,1.0,1.0,1.0,0.5666666666666667
application,Web Based Application,WBS000152,Closed,5,5,5.0,0.22933919,incident,closed,0.0,2013-12-11 16:33:00,2013-10-01 16:21:00,2013-12-12 13:30:00,2013-12-12 13:30:00,7461388889,Software,1.0,1.0,1.0,20.95
application,Server Based Application,WBS000007,Closed,4,4,4.0,0.001004893,incident,closed,0.0,2013-12-11 14:30:00,2013-10-01 16:21:00,2013-12-11 14:50:00,2013-12-11 14:51:00,338055556,Other,1.0,1.0,1.0,0.35
application,Server Based Application,WBS000099,Closed,3,3,3.0,0.174469958,incident,closed,0.0,2013-12-11 14:35:00,2013-10-01 16:21:00,2013-12-11 14:48:00,2013-12-11 14:48:00,215833333,User error,1.0,1.0,1.0,0.21666666666666667
application,Desktop Application,WBS000092,Closed,NS,3,4.0,0.80195485,incident,closed,1.0,2013-12-11 14:41:00,2013-10-01 16:21:00,2013-12-12 08:06:00,2013-12-12 08:06:00,3830277778,Software,1.0,1.0,1.0,17.416666666666668
application,Server Based Application,WBS000165,Closed,3,3,3.0,0.245057901,incident,closed,4.0,2013-12-11 14:42:00,2013-10-01 16:21:00,2013-12-12 14:49:00,2013-12-12 14:50:00,1063555556,Software,1.0,1.0,1.0,24.133333333333333
application,Server Based Application,WBS000165,Closed,3,3,3.0,0.716552291,incident,closed,3.0,2013-12-11 14:47:00,2013-10-01 16:21:00,2014-01-06 10:14:00,2014-01-06 10:14:00,5122444444,User error,1.0,1.0,1.0,619.45
application,Server Based Application,WBS000165,Closed,3,3,3.0,0.806269707,incident,closed,3.0,2013-12-11 14:54:00,2013-10-01 16:21:00,2013-12-12 15:15:00,2013-12-12 15:15:00,2553611111,Software,1.0,1.0,1.0,24.35
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.08361846,incident,closed,0.0,2013-12-11 15:14:00,2013-10-01 16:21:00,2013-12-11 15:58:00,2013-12-11 15:58:00,725833333,Software,1.0,1.0,1.0,0.7333333333333333
application,Server Based Application,WBS000072,Closed,5,5,5.0,0.907043064,request for information,closed,0.0,2013-12-11 15:35:00,2013-10-01 16:21:00,2013-12-12 14:52:00,2013-12-12 14:52:00,10277778,Other,1.0,1.0,1.0,23.283333333333335
application,Server Based Application,WBS000072,Closed,5,5,5.0,0.906016176,request for information,closed,2.0,2013-12-11 15:43:00,2013-10-01 16:21:00,2013-12-12 14:12:00,2013-12-12 14:12:00,8978055556,Other,1.0,1.0,1.0,22.483333333333334
storage,Controller,WBS000182,Closed,3,3,3.0,0.505859909,incident,closed,0.0,2013-12-11 15:46:00,2013-10-01 16:21:00,2013-12-12 12:07:00,2013-12-12 12:07:00,1296666667,Hardware,1.0,1.0,1.0,20.35
application,Web Based Application,WBS000318,Closed,4,4,4.0,0.35538877,incident,closed,0.0,2013-12-11 16:35:00,2013-12-12 11:02:00,2013-12-12 12:09:00,2013-12-12 12:09:00,3860833333,User error,2.0,1.0,1.0,19.566666666666666
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.389078808,incident,closed,0.0,2013-12-11 16:48:00,2013-10-01 16:21:00,2013-12-11 16:55:00,2013-12-11 16:55:00,125833333,Other,1.0,1.0,1.0,0.11666666666666667
application,Server Based Application,WBS000296,Closed,4,4,4.0,0.778231756,request for information,closed,3.0,2013-12-11 17:07:00,2013-10-01 16:21:00,2013-12-12 17:41:00,2013-12-12 17:41:00,1106583333,No error - works as designed,1.0,1.0,1.0,24.566666666666666
application,Server Based Application,WBS000307,Closed,3,3,3.0,0.479642232,incident,closed,0.0,2013-12-11 18:06:00,2013-10-01 16:21:00,2013-12-12 08:31:00,2013-12-12 08:31:00,1031944444,Data,1.0,1.0,1.0,14.416666666666666
application,Server Based Application,WBS000099,Closed,3,3,3.0,0.416318742,incident,closed,0.0,2013-12-11 22:34:00,2013-10-01 16:21:00,2013-10-10 12:53:00,2013-12-11 22:37:00,0,User error,1.0,1.0,1.0,0.05
subapplication,Server Based Application,WBS000095,Closed,5,5,5.0,0.696478102,request for information,closed,0.0,2013-12-12 08:45:00,2013-10-01 16:21:00,2013-12-12 09:39:00,2013-12-12 09:39:00,889444444,Data,1.0,1.0,1.0,0.9
subapplication,Server Based Application,WBS000095,Closed,5,5,5.0,0.39846832,request for information,closed,0.0,2013-12-12 08:49:00,2013-10-01 16:21:00,2013-12-12 11:14:00,2013-12-12 11:14:00,2430555556,Data,1.0,1.0,1.0,2.4166666666666665
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.349765427,incident,closed,0.0,2013-12-12 08:54:00,2013-10-01 16:21:00,2013-12-12 11:31:00,2013-12-12 11:31:00,2614166667,Software,1.0,1.0,1.0,2.6166666666666667
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.350423093,incident,closed,0.0,2013-12-12 08:55:00,2013-10-01 16:21:00,2013-12-12 09:45:00,2013-12-12 09:45:00,838888889,Other,1.0,1.0,1.0,0.8333333333333334
application,Server Based Application,WBS000228,Closed,5,5,5.0,0.307820876,request for information,closed,0.0,2013-12-12 08:58:00,2013-10-01 16:21:00,2013-12-12 09:50:00,2013-12-12 09:54:00,935277778,No error - works as designed,1.0,1.0,1.0,0.9333333333333333
subapplication,Server Based Application,WBS000095,Closed,5,5,5.0,0.883578201,request for information,closed,0.0,2013-12-12 09:06:00,2013-10-01 16:21:00,2013-12-12 10:08:00,2013-12-12 10:08:00,1040277778,Data,1.0,1.0,1.0,1.0333333333333334
application,Desktop Application,WBS000089,Closed,4,4,4.0,0.160399055,incident,closed,1.0,2013-12-12 09:08:00,2013-10-01 16:21:00,2013-12-12 09:54:00,2013-12-12 09:55:00,148055556,Software,2.0,1.0,1.0,0.7833333333333333
application,Desktop Application,WBS000092,Closed,4,4,4.0,0.017400667,incident,closed,0.0,2013-12-12 09:17:00,2013-10-01 16:21:00,2013-12-12 13:27:00,2013-12-12 13:27:00,2886388889,Software,1.0,1.0,1.0,4.166666666666667
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.628111782,incident,closed,0.0,2013-12-11 16:52:00,2013-10-01 16:21:00,2013-12-12 08:00:00,2013-12-12 08:00:00,1635,User error,1.0,1.0,1.0,15.133333333333333
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.713976821,incident,closed,0.0,2013-12-11 16:58:00,2013-10-01 16:21:00,2013-12-11 17:07:00,2013-12-11 17:07:00,158055556,Other,1.0,1.0,1.0,0.15
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.358027517,incident,closed,0.0,2013-12-11 17:10:00,2013-10-01 16:21:00,2013-12-12 09:47:00,2013-12-12 09:48:00,3130833333,Other,1.0,1.0,1.0,16.633333333333333
subapplication,Web Based Application,WBS000047,Closed,4,4,4.0,0.457233165,incident,closed,0.0,2013-12-11 17:10:00,2013-10-01 16:21:00,2013-12-12 08:40:00,2013-12-12 08:40:00,1989444444,Other,1.0,1.0,1.0,15.5
application,Server Based Application,WBS000307,Closed,4,4,4.0,0.739097461,incident,closed,0.0,2013-12-11 17:14:00,2013-10-01 16:21:00,2013-12-12 09:55:00,2013-12-12 09:56:00,3191388889,Other,1.0,1.0,1.0,16.7
application,Server Based Application,WBS000307,Closed,3,3,3.0,0.696196248,incident,closed,1.0,2013-12-12 05:51:00,2013-10-01 16:21:00,2013-12-12 05:55:00,2013-12-12 05:55:00,0,Other,1.0,1.0,1.0,0.06666666666666667
application,SAP,WBS000271,Closed,5,5,5.0,0.260414507,request for information,closed,0.0,2013-12-12 07:49:00,2013-10-01 16:21:00,2013-12-12 07:52:00,2013-12-12 07:52:00,53611111,Other,1.0,1.0,1.0,0.05
application,Server Based Application,WBS000072,Closed,5,5,5.0,0.665037942,request for information,closed,0.0,2013-12-12 08:12:00,2013-10-01 16:21:00,2013-12-12 14:19:00,2013-12-12 14:19:00,56388889,Other,1.0,1.0,1.0,6.116666666666666
application,Server Based Application,WBS000054,Closed,5,5,5.0,0.219841697,request for information,closed,0.0,2013-12-12 08:28:00,2013-10-01 16:21:00,2013-12-12 08:29:00,2013-12-12 08:29:00,9166667,Other,1.0,1.0,1.0,0.016666666666666666
subapplication,Web Based Application,WBS000015,Closed,5,5,5.0,0.470122771,incident,closed,2.0,2013-12-12 08:29:00,2013-10-01 16:21:00,2013-12-12 21:46:00,2013-12-12 21:46:00,1851111111,Software,1.0,1.0,1.0,13.283333333333333
application,Web Based Application,WBS000073,Closed,4,5,4.0,0.18599008,incident,closed,0.0,2013-12-12 08:32:00,2013-10-01 16:21:00,2013-12-12 08:49:00,2013-12-12 08:49:00,286388889,Other,1.0,1.0,1.0,0.2833333333333333
application,Server Based Application,WBS000072,Closed,5,5,5.0,0.667573516,request for information,closed,0.0,2013-12-12 08:35:00,2013-10-01 16:21:00,2013-12-12 08:40:00,2013-12-12 08:40:00,75277778,Other,1.0,1.0,1.0,0.08333333333333333
computer,Desktop,WBS000091,Closed,4,4,4.0,0.17237606,incident,closed,0.0,2013-12-12 09:00:00,2013-10-01 16:21:00,2013-12-12 14:58:00,2013-12-12 14:58:00,5979722222,Software,1.0,1.0,1.0,5.966666666666667
application,Server Based Application,WBS000307,Closed,3,3,3.0,0.044989466,incident,closed,0.0,2013-12-12 09:08:00,2013-10-01 16:21:00,2013-12-12 10:29:00,2013-12-12 10:29:00,1358888889,Data,1.0,1.0,1.0,1.35
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.621009516,incident,closed,0.0,2013-12-12 09:10:00,2013-10-01 16:21:00,2013-12-12 09:48:00,2013-12-12 09:48:00,638055556,Other,1.0,1.0,1.0,0.6333333333333333
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.726432953,incident,closed,0.0,2013-12-12 09:27:00,2013-10-01 16:21:00,2013-12-12 09:54:00,2013-12-12 09:54:00,446944444,Other,1.0,1.0,1.0,0.45
